ID,Name,Team,posicion,Jornada,puntos_Jornada,AS,puntos_AS,MARCA,puntos_MARCA,MD,puntos_MD,SOFASCORE,puntos_SOFASCORE,puntos_Goles,puntos_Penaltis,puntos_Amarillas,puntos_Rojas,status
53114,Jude Bellingham,Real Madrid,MC,J1,14,3,10,3,10,3,10,8.4,10,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J2,19,3,10,3,10,3,10,9.4,12,8,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J3,12,3,10,2,6,2,6,8.1,10,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J4,12,2,6,3,10,2,6,7.7,8,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J5,4,2,6,1,2,1,2,7.4,7,0,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J6,3,1,2,1,-2,1,2,7.8,9,0,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J7,,,,,,,,,,,,,,Apto
53114,Jude Bellingham,Real Madrid,MC,J8,14,3,10,3,10,3,10,9.0,11,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J9,18,3,10,3,10,3,10,8.9,11,8,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J10,6,2,6,2,6,2,6,7.5,7,0,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J11,18,3,10,3,10,3,10,8.1,10,8,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J12,7,2,6,2,6,2,6,7.9,9,0,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J13,,,,,,,,,,,,,,Apto
53114,Jude Bellingham,Real Madrid,MC,J14,11,2,6,2,6,2,6,8.0,10,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J15,5,2,6,1,2,2,6,7.3,6,0,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J16,11,2,6,2,6,2,6,8.8,11,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J17,12,3,10,2,6,2,6,7.7,8,4,0,0,0,Apto
53114,Jude Bellingham,Real Madrid,MC,J18,3,1,2,1,2,1,2,7.5,7,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J1,12,2,6,2,6,3,10,7.8,9,4,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J2,6,2,6,1,2,3,10,7.5,7,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J3,5,1,2,1,2,3,10,7.4,7,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J4,19,3,10,3,10,4,14,8.8,11,8,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J5,9,3,10,2,6,3,10,8.0,10,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J6,10,2,6,1,2,3,10,7.3,6,4,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J7,,,,,,,,,,,,,,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J8,13,3,10,2,6,3,10,7.7,8,4,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J9,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J10,7,2,6,2,6,3,10,7.3,6,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J11,6,2,6,2,6,2,6,7.2,6,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J12,7,2,6,2,6,2,6,7.6,8,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J13,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J14,5,2,6,2,6,2,6,6.5,2,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J15,8,2,6,2,6,3,10,7.8,9,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J16,14,3,10,2,6,4,14,8.5,10,4,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J17,7,2,6,2,6,2,6,7.7,8,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J18,6,2,6,2,6,2,6,7.4,7,0,0,0,0,Apto
19562,Takefusa Kubo,Real Sociedad,MC,J19,7,2,6,2,6,2,6,7.8,9,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J1,2,1,-2,1,2,1,2,7.0,5,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J2,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J3,13,2,6,3,10,4,14,7.8,9,3,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J4,3,1,2,1,2,1,2,7.2,6,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J5,1,1,-2,1,-2,1,2,7.0,5,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J6,12,3,10,3,10,3,10,7.4,7,3,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J7,10,2,6,2,6,3,10,7.3,6,3,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J8,7,2,6,2,6,3,10,7.2,6,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J9,10,3,10,2,6,2,6,7.0,5,0,3,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J10,21,3,10,3,10,4,14,9.3,12,6,3,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J11,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J12,3,1,2,1,-2,2,6,7.4,7,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J13,12,3,10,2,6,3,10,8.7,11,3,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J14,10,2,6,2,6,2,6,7.9,9,3,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J15,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J16,6,1,2,1,2,3,10,7.6,8,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J17,1,1,-2,1,-2,2,6,6.7,3,0,0,0,0,Apto
51,Antoine Griezmann,Atlético,DL,J18,16,3,10,2,6,4,14,8.1,10,3,3,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J1,1,1,2,1,-2,1,2,6.6,3,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J2,9,2,6,2,6,2,6,7.5,7,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J3,9,3,10,2,6,3,10,7.9,9,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J4,3,1,2,1,2,1,2,7.3,6,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J5,11,2,6,2,6,3,10,8.3,10,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J6,11,3,10,2,6,2,6,7.9,9,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J7,12,3,10,2,6,3,10,7.7,8,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J8,4,1,2,1,2,2,6,7.1,5,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J9,7,2,6,2,6,2,6,7.9,9,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J10,4,2,6,1,2,1,2,7.2,6,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J11,6,2,6,2,6,3,10,6.6,3,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J12,12,3,10,2,6,3,10,8.4,10,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J13,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J14,11,3,10,2,6,2,6,7.8,9,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J15,11,2,6,2,6,3,10,8.2,10,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J16,9,2,6,2,6,1,2,7.7,8,3,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J17,10,3,10,3,10,3,10,7.8,9,0,0,0,0,Apto
29,Iñaki Williams,Athletic Club,DL,J18,7,2,6,2,6,2,6,7.6,8,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J1,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J2,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J3,10,2,6,2,6,3,10,7.3,6,0,3,0,0,Apto
607,Borja Mayoral,Getafe,DL,J4,9,2,6,2,6,2,6,7.4,7,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J5,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J6,9,2,6,1,2,2,6,7.6,8,0,3,0,0,Apto
607,Borja Mayoral,Getafe,DL,J7,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J8,5,2,6,1,2,2,6,6.9,4,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J9,12,2,6,3,10,3,10,8.1,10,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J10,10,2,6,2,6,2,6,7.6,8,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J11,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J12,10,2,6,2,6,3,10,7.3,6,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J13,9,1,2,2,6,3,10,7.1,5,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J14,10,2,6,2,6,3,10,7.3,6,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J15,2,1,2,1,2,1,2,6.1,0,0,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J16,10,2,6,2,6,3,10,7.5,7,3,0,0,0,Apto
607,Borja Mayoral,Getafe,DL,J17,10,2,6,2,6,2,6,7.8,9,0,3,0,0,Apto
607,Borja Mayoral,Getafe,DL,J18,17,3,10,3,10,4,14,8.1,10,3,3,0,0,Apto
607,Borja Mayoral,Getafe,DL,J19,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
464,Aleix García,Girona,MC,J1,5,1,2,2,6,2,6,7.1,5,0,0,0,0,Apto
464,Aleix García,Girona,MC,J2,6,2,6,2,6,2,6,6.9,4,0,0,0,0,Apto
464,Aleix García,Girona,MC,J3,10,2,6,2,6,2,6,7.4,7,4,0,0,0,Apto
464,Aleix García,Girona,MC,J4,3,1,2,1,2,1,2,7.5,7,0,0,0,0,Apto
464,Aleix García,Girona,MC,J5,5,2,6,1,2,2,6,7.3,6,0,0,0,0,Apto
464,Aleix García,Girona,MC,J6,8,2,6,3,10,2,6,8.2,10,0,0,0,0,Apto
464,Aleix García,Girona,MC,J7,9,3,10,3,10,2,6,8.1,10,0,0,0,0,Apto
464,Aleix García,Girona,MC,J8,7,2,6,2,6,2,6,8.0,10,0,0,0,0,Apto
464,Aleix García,Girona,MC,J9,13,3,10,2,6,3,10,8.3,10,4,0,0,0,Apto
464,Aleix García,Girona,MC,J10,10,3,10,3,10,3,10,9.0,11,0,0,0,0,Apto
464,Aleix García,Girona,MC,J11,7,2,6,2,6,2,6,8.0,10,0,0,0,0,Apto
464,Aleix García,Girona,MC,J12,11,2,6,3,10,2,6,7.5,7,4,0,0,0,Apto
464,Aleix García,Girona,MC,J13,5,2,6,1,2,2,6,7.4,7,0,0,0,0,Apto
464,Aleix García,Girona,MC,J14,6,2,6,1,2,2,6,7.9,9,0,0,0,0,Apto
464,Aleix García,Girona,MC,J15,8,2,6,2,6,3,10,8.3,10,0,0,0,0,Apto
464,Aleix García,Girona,MC,J16,7,2,6,3,10,2,6,7.3,6,0,0,0,0,Apto
464,Aleix García,Girona,MC,J17,6,2,6,2,6,2,6,7.4,7,0,0,0,0,Apto
464,Aleix García,Girona,MC,J18,7,2,6,2,6,2,6,8.0,10,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J1,6,3,10,1,2,2,6,6.8,4,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J2,11,2,6,2,6,3,10,7.6,8,0,3,0,0,Apto
22601, Pepelu,Valencia,MC,J3,7,2,6,2,6,2,6,7.6,8,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J4,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J5,6,3,10,2,6,2,6,6.7,3,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J6,4,1,2,2,6,1,2,6.9,4,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J7,5,2,6,2,6,1,2,7.4,7,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J8,5,2,6,1,2,2,6,7.1,5,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J9,10,3,10,3,10,3,10,7.9,9,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J10,8,3,10,2,6,2,6,7.7,8,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J11,5,1,2,2,6,2,6,7.4,7,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J12,10,2,6,3,10,2,6,7.1,5,0,3,0,0,Apto
22601, Pepelu,Valencia,MC,J13,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J14,5,1,2,2,6,2,6,7.5,7,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J15,4,1,2,2,6,2,6,6.7,3,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J16,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J17,7,2,6,2,6,2,6,7.8,9,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J18,5,2,6,2,6,2,6,6.7,3,0,0,0,0,Apto
22601, Pepelu,Valencia,MC,J19,16,3,10,3,10,3,10,8.6,11,0,6,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J1,11,2,6,3,10,3,10,7.3,6,3,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J2,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J3,1,1,-2,1,2,1,2,6.3,1,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J4,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J5,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J6,10,2,6,2,6,2,6,8.0,10,0,3,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J7,9,2,6,2,6,2,6,7.5,7,3,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J8,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J9,4,1,2,1,2,2,6,6.9,4,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J10,16,3,10,3,10,3,10,8.2,10,6,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J11,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J12,13,3,10,3,10,3,10,9.0,11,3,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J13,9,2,6,2,6,2,6,7.3,6,3,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J14,,,,,,,,,,,,,,Lesionado
55058,Artem Dovbyk,Girona,DL,J15,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J16,10,3,10,1,2,3,10,7.3,6,3,0,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J17,16,3,10,3,10,3,10,8.4,10,3,3,0,0,Apto
55058,Artem Dovbyk,Girona,DL,J18,9,2,6,2,6,2,6,7.1,5,0,3,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J1,3,1,2,1,2,2,6,6.5,2,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J2,7,2,6,2,6,3,10,7.0,5,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J3,7,2,6,2,6,3,10,7.0,5,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J4,6,2,6,2,6,1,2,7.6,8,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J5,8,2,6,2,6,3,10,8.5,10,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J6,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J7,8,3,10,2,6,2,6,8.5,10,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J8,5,2,6,1,2,2,6,7.3,6,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J9,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J10,6,1,2,2,6,3,10,7.3,6,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J11,5,1,2,2,6,2,6,7.4,7,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J12,7,2,6,2,6,3,10,6.8,4,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J13,9,3,10,3,10,3,10,6.9,4,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J14,8,2,6,2,6,3,10,8.0,10,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J15,7,2,6,1,2,3,10,8.1,10,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J16,8,2,6,3,10,2,6,7.6,8,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J17,9,3,10,2,6,3,10,7.7,8,0,0,0,0,Apto
53111,Álvaro Valles,Las Palmas,PT,J18,10,3,10,3,10,3,10,8.9,11,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J1,5,1,2,2,6,2,6,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J2,5,1,2,2,6,2,6,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J3,5,2,6,1,2,2,6,7.2,6,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J4,11,2,6,2,6,3,10,7.5,7,4,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J5,7,2,6,2,6,3,10,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J6,4,1,2,2,6,2,6,6.5,2,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J7,4,1,2,1,2,2,6,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J8,6,2,6,2,6,2,6,7.4,7,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J9,3,1,2,1,2,2,6,6.7,3,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J10,3,1,2,1,2,2,6,6.3,1,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J11,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J12,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J13,10,2,6,2,6,2,6,7.3,6,4,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J14,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J15,5,2,6,2,6,1,2,6.8,4,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J16,12,2,6,2,6,3,10,7.7,8,4,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J17,7,2,6,2,6,3,10,7.1,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J18,5,2,6,1,2,2,6,7.1,5,0,0,0,0,Apto
16976,Martín Zubimendi,Real Sociedad,MC,J19,12,2,6,2,6,3,10,7.9,9,4,0,0,0,Apto
340, Isco,Betis,MC,J1,9,3,10,3,10,3,10,7.0,5,0,0,0,0,Apto
340, Isco,Betis,MC,J2,6,2,6,2,6,2,6,7.1,5,0,0,0,0,Apto
340, Isco,Betis,MC,J3,11,2,6,2,6,2,6,7.8,9,4,0,0,0,Apto
340, Isco,Betis,MC,J4,8,3,10,3,10,2,6,7.4,7,0,0,0,0,Apto
340, Isco,Betis,MC,J5,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
340, Isco,Betis,MC,J6,6,2,6,2,6,2,6,7.4,7,0,0,0,0,Apto
340, Isco,Betis,MC,J7,6,2,6,2,6,1,2,7.6,8,0,0,0,0,Apto
340, Isco,Betis,MC,J8,7,2,6,2,6,2,6,8.1,10,0,0,0,0,Apto
340, Isco,Betis,MC,J9,5,2,6,2,6,1,2,6.9,4,0,0,0,0,Apto
340, Isco,Betis,MC,J10,7,2,6,2,6,2,6,7.8,9,0,0,0,0,Apto
340, Isco,Betis,MC,J11,15,3,10,3,10,4,14,7.9,9,4,0,0,0,Apto
340, Isco,Betis,MC,J12,7,2,6,2,6,2,6,8.1,10,0,0,0,0,Apto
340, Isco,Betis,MC,J13,9,2,6,3,10,3,10,7.6,8,0,0,0,0,Apto
340, Isco,Betis,MC,J14,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
340, Isco,Betis,MC,J15,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
340, Isco,Betis,MC,J16,7,2,6,2,6,3,10,6.9,4,0,0,0,0,Apto
340, Isco,Betis,MC,J17,7,2,6,2,6,3,10,7.5,7,0,0,0,0,Apto
340, Isco,Betis,MC,J18,,,,,,,,,,,,,,Sancionado
18004,Ante Budimir,Osasuna,DL,J1,9,3,10,2,6,3,10,7.8,9,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J2,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J3,4,1,2,1,2,2,6,6.9,4,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J4,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J5,10,2,6,2,6,2,6,7.8,9,0,3,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J6,3,2,6,1,2,1,2,6.6,3,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J7,6,1,2,2,6,3,10,7.2,6,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J8,10,2,6,2,6,2,6,7.9,9,3,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J9,0,1,-2,1,-2,1,2,6.2,1,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J10,16,3,10,3,10,3,10,8.5,10,3,3,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J11,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J12,16,3,10,3,10,3,10,8.4,10,6,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J13,10,2,6,3,10,2,6,7.2,6,3,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J14,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J15,7,2,6,2,6,2,6,7.6,8,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J16,8,2,6,1,2,2,6,7.0,5,0,3,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J17,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
18004,Ante Budimir,Osasuna,DL,J18,2,1,-2,1,2,1,2,6.8,4,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J1,10,2,6,2,6,3,10,7.4,7,3,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J2,5,2,6,1,2,2,6,7.4,7,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J3,6,2,6,2,6,2,6,7.2,6,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J4,5,1,2,2,6,1,2,7.7,8,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J5,4,2,6,1,2,1,2,7.0,5,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J6,3,1,2,1,-2,1,2,7.6,8,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J7,4,1,2,1,2,1,2,7.7,8,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J8,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J9,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J10,1,1,2,1,2,1,2,5.9,-1,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J11,1,1,-2,1,-2,1,2,7.0,5,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J12,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J13,17,3,10,3,10,3,10,10.0,12,6,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J14,17,3,10,3,10,3,10,9.5,12,6,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J15,10,2,6,2,6,2,6,7.8,9,3,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J16,8,2,6,2,6,3,10,7.7,8,0,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J17,12,3,10,2,6,3,10,7.7,8,3,0,0,0,Apto
17459, Rodrygo,Real Madrid,DL,J18,4,1,2,2,6,2,6,6.7,3,0,0,0,0,Apto
54868, Sávio,Girona,DL,J1,2,1,-2,1,2,2,6,6.4,2,0,0,0,0,Apto
54868, Sávio,Girona,DL,J2,6,2,6,2,6,2,6,7.5,7,0,0,0,0,Apto
54868, Sávio,Girona,DL,J3,6,2,6,2,6,2,6,6.8,4,0,0,0,0,Apto
54868, Sávio,Girona,DL,J4,5,2,6,2,6,1,2,7.1,5,0,0,0,0,Apto
54868, Sávio,Girona,DL,J5,13,3,10,3,10,3,10,8.3,10,3,0,0,0,Apto
54868, Sávio,Girona,DL,J6,13,3,10,3,10,3,10,9.1,11,3,0,0,0,Apto
54868, Sávio,Girona,DL,J7,6,2,6,2,6,1,2,7.6,8,0,0,0,0,Apto
54868, Sávio,Girona,DL,J8,1,1,-2,1,2,1,2,6.0,0,0,0,0,0,Apto
54868, Sávio,Girona,DL,J9,3,1,2,1,2,1,2,7.1,5,0,0,0,0,Apto
54868, Sávio,Girona,DL,J10,10,2,6,2,6,3,10,7.5,7,3,0,0,0,Apto
54868, Sávio,Girona,DL,J11,5,2,6,2,6,1,2,7.2,6,0,0,0,0,Apto
54868, Sávio,Girona,DL,J12,5,2,6,2,6,2,6,6.7,3,0,0,0,0,Apto
54868, Sávio,Girona,DL,J13,10,2,6,2,6,2,6,7.8,9,3,0,0,0,Apto
54868, Sávio,Girona,DL,J14,7,3,10,2,6,2,6,6.9,4,0,0,0,0,Apto
54868, Sávio,Girona,DL,J15,5,2,6,1,2,2,6,7.1,5,0,0,0,0,Apto
54868, Sávio,Girona,DL,J16,5,2,6,1,2,2,6,7.1,5,0,0,0,0,Apto
54868, Sávio,Girona,DL,J17,6,2,6,2,6,2,6,7.0,5,0,0,0,0,Apto
