ID,Name,Team,posicion,Jornada,puntos_Jornada,AS,puntos_AS,MARCA,puntos_MARCA,MD,puntos_MD,SOFASCORE,puntos_SOFASCORE,puntos_Goles,puntos_Penaltis,puntos_Amarillas,puntos_Rojas,status
54831,Sergi Altimira,Betis,MC,J7,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J8,1,0,0,0,0,0,0,6.6,3,0,0,0,0,Apto
54831,Sergi Altimira,Betis,MC,J9,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J10,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J11,,,,,,,,,,,,,,No convocado
54831,Sergi Altimira,Betis,MC,J12,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J13,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J14,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J15,,,,,,,,,,,,,,Apto
54831,Sergi Altimira,Betis,MC,J16,3,2,6,1,2,1,2,6.5,2,0,0,0,0,Apto
54831,Sergi Altimira,Betis,MC,J17,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
54831,Sergi Altimira,Betis,MC,J18,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
54831,Sergi Altimira,Betis,MC,J19,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J1,2,1,2,1,2,0,0,6.7,3,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J2,3,1,2,1,2,2,6,6.5,2,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J3,,,,,,,,,,,,,,Apto
28791,Jesús Vázquez,Valencia,DF,J4,,,,,,,,,,,,,,Apto
28791,Jesús Vázquez,Valencia,DF,J5,,,,,,,,,,,,,,Apto
28791,Jesús Vázquez,Valencia,DF,J6,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J7,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J8,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J9,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J10,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J11,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J12,,,,,,,,,,,,,,Lesionado
28791,Jesús Vázquez,Valencia,DF,J13,,,,,,,,,,,,,,Apto
28791,Jesús Vázquez,Valencia,DF,J14,,,,,,,,,,,,,,Apto
28791,Jesús Vázquez,Valencia,DF,J15,1,0,0,0,0,0,0,6.5,2,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J16,1,0,0,0,0,1,2,6.3,1,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J17,2,1,2,1,2,1,2,6.1,0,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J18,3,1,2,2,6,1,2,6.6,3,0,0,0,0,Apto
28791,Jesús Vázquez,Valencia,DF,J19,2,1,2,0,0,1,2,6.8,4,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J1,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J2,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J3,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J4,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J5,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J6,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J7,1,0,0,0,0,0,0,6.7,3,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J8,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J9,1,1,-2,1,2,1,2,6.2,1,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J10,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J11,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J12,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J13,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J14,5,1,2,1,2,3,10,6.9,4,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J15,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J16,,,,,,,,,,,,,,Apto
474,Manu Trigueros,Villarreal,MC,J17,1,1,-2,1,2,1,2,6.7,3,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J18,0,0,0,0,0,0,0,6.3,1,0,0,0,0,Apto
474,Manu Trigueros,Villarreal,MC,J19,1,0,0,1,2,0,0,6.5,2,0,0,0,0,Apto
55987,Yarek Gasiorowski,Valencia,DF,J1,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J2,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J3,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J4,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J5,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J6,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J7,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J8,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J9,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J10,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J11,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J12,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J13,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J14,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J15,3,2,6,1,2,1,2,6.4,2,0,0,0,0,Apto
55987,Yarek Gasiorowski,Valencia,DF,J16,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
55987,Yarek Gasiorowski,Valencia,DF,J17,4,2,6,1,2,1,2,7.5,7,0,0,0,0,Apto
55987,Yarek Gasiorowski,Valencia,DF,J18,,,,,,,,,,,,,,Apto
55987,Yarek Gasiorowski,Valencia,DF,J19,1,0,0,0,0,0,0,6.5,2,0,0,0,0,Apto
35434,Marc Pubill,Almería,DF,J1,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
35434,Marc Pubill,Almería,DF,J2,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
35434,Marc Pubill,Almería,DF,J3,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
35434,Marc Pubill,Almería,DF,J4,4,1,2,2,6,1,2,7.4,7,0,0,0,0,Apto
35434,Marc Pubill,Almería,DF,J5,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J6,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J7,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J8,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J9,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J10,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J11,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J12,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J13,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J14,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J15,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J16,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J17,,,,,,,,,,,,,,Lesionado
35434,Marc Pubill,Almería,DF,J18,,,,,,,,,,,,,,Lesionado
49040,Momo Mbaye,Cádiz,DF,J1,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J2,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J3,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J4,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J5,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J6,,,,,,,,,,,,,,No convocado
49040,Momo Mbaye,Cádiz,DF,J7,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J8,2,1,2,1,2,1,2,6.2,1,0,0,0,0,Apto
49040,Momo Mbaye,Cádiz,DF,J9,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J10,,,,,,,,,,,,,,No convocado
49040,Momo Mbaye,Cádiz,DF,J11,,,,,,,,,,,,,,Lesionado
49040,Momo Mbaye,Cádiz,DF,J12,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J13,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
49040,Momo Mbaye,Cádiz,DF,J14,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J15,3,1,-2,2,6,1,2,7.0,5,0,0,0,0,Apto
49040,Momo Mbaye,Cádiz,DF,J16,5,2,6,1,2,2,6,7.0,5,0,0,0,0,Apto
49040,Momo Mbaye,Cádiz,DF,J17,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J18,,,,,,,,,,,,,,Apto
49040,Momo Mbaye,Cádiz,DF,J19,,,,,,,,,,,,,,Apto
6025,Raúl Fernández,Granada,PT,J1,,,,,,,,,,,,,,Apto
6025,Raúl Fernández,Granada,PT,J2,,,,,,,,,,,,,,Apto
6025,Raúl Fernández,Granada,PT,J3,8,2,6,3,10,3,10,6.8,4,0,0,0,0,Apto
6025,Raúl Fernández,Granada,PT,J4,1,1,2,1,2,1,2,5.8,-1,0,0,0,0,Apto
6025,Raúl Fernández,Granada,PT,J5,3,2,6,1,2,1,2,6.0,0,0,0,0,0,Apto
6025,Raúl Fernández,Granada,PT,J6,,,,,,,,,,,,,,Apto
6025,Raúl Fernández,Granada,PT,J7,,,,,,,,,,,,,,Apto
6025,Raúl Fernández,Granada,PT,J8,,,,,,,,,,,,,,No convocado
6025,Raúl Fernández,Granada,PT,J9,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J10,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J11,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J12,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J13,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J14,,,,,,,,,,,,,,Apto
6025,Raúl Fernández,Granada,PT,J15,1,0,0,0,0,0,0,6.8,4,0,0,0,0,Apto
6025,Raúl Fernández,Granada,PT,J16,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J17,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J18,,,,,,,,,,,,,,Lesionado
6025,Raúl Fernández,Granada,PT,J19,,,,,,,,,,,,,,Lesionado
44,Raúl García,Athletic Club,DL,J1,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J2,1,0,0,1,2,0,0,6.4,2,0,0,0,0,Apto
44,Raúl García,Athletic Club,DL,J3,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J4,1,0,0,1,2,0,0,6.7,3,0,0,0,0,Apto
44,Raúl García,Athletic Club,DL,J5,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J6,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J7,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
44,Raúl García,Athletic Club,DL,J8,2,1,2,1,2,0,0,6.6,3,0,0,0,0,Apto
44,Raúl García,Athletic Club,DL,J9,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J10,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J11,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J12,,,,,,,,,,,,,,No convocado
44,Raúl García,Athletic Club,DL,J13,3,1,2,1,2,2,6,6.5,2,0,0,0,0,Apto
44,Raúl García,Athletic Club,DL,J14,2,1,2,1,2,0,0,6.6,3,0,0,0,0,Apto
44,Raúl García,Athletic Club,DL,J15,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J16,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J17,,,,,,,,,,,,,,Apto
44,Raúl García,Athletic Club,DL,J18,2,1,2,1,2,0,0,6.5,2,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J1,,,,,,,,,,,,,,Apto
55159,Ibrahima Koné,Almería,DL,J2,4,1,2,1,2,2,6,6.8,4,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J3,2,1,2,1,2,1,2,6.3,1,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J4,2,1,2,1,2,1,2,6.3,1,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J5,2,0,0,0,0,2,6,6.5,2,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J6,2,1,2,1,2,0,0,6.5,2,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J7,0,1,-2,1,-2,1,2,6.6,3,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J8,1,1,-2,1,2,1,2,6.6,3,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J9,0,1,-2,1,-2,1,2,6.7,3,0,0,0,0,Apto
55159,Ibrahima Koné,Almería,DL,J10,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J11,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J12,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J13,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J14,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J15,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J16,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J17,,,,,,,,,,,,,,Lesionado
55159,Ibrahima Koné,Almería,DL,J18,,,,,,,,,,,,,,Lesionado
55794,Marc Guiu,Barcelona,DL,J1,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J2,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J3,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J4,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J5,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J6,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J7,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J8,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J9,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J10,11,3,10,2,6,3,10,7.4,7,3,0,0,0,Apto
55794,Marc Guiu,Barcelona,DL,J11,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J12,,,,,,,,,,,,,,No convocado
55794,Marc Guiu,Barcelona,DL,J13,,,,,,,,,,,,,,No convocado
55794,Marc Guiu,Barcelona,DL,J14,,,,,,,,,,,,,,No convocado
55794,Marc Guiu,Barcelona,DL,J15,,,,,,,,,,,,,,No convocado
55794,Marc Guiu,Barcelona,DL,J16,,,,,,,,,,,,,,No convocado
55794,Marc Guiu,Barcelona,DL,J17,,,,,,,,,,,,,,Apto
55794,Marc Guiu,Barcelona,DL,J18,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J1,,,,,,,,,,,,,,No convocado
49382,Marcos Alonso,Barcelona,DF,J2,,,,,,,,,,,,,,No convocado
49382,Marcos Alonso,Barcelona,DF,J3,4,1,2,1,2,1,2,7.8,9,0,0,0,0,Apto
49382,Marcos Alonso,Barcelona,DF,J4,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J5,2,0,0,1,2,1,2,6.9,4,0,0,0,0,Apto
49382,Marcos Alonso,Barcelona,DF,J6,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
49382,Marcos Alonso,Barcelona,DF,J7,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J8,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J9,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J10,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
49382,Marcos Alonso,Barcelona,DF,J11,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J12,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J13,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J14,,,,,,,,,,,,,,Apto
49382,Marcos Alonso,Barcelona,DF,J15,,,,,,,,,,,,,,No convocado
49382,Marcos Alonso,Barcelona,DF,J16,,,,,,,,,,,,,,Lesionado
49382,Marcos Alonso,Barcelona,DF,J17,,,,,,,,,,,,,,Lesionado
49382,Marcos Alonso,Barcelona,DF,J18,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J1,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J2,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J3,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J4,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J5,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J6,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J7,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J8,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J9,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J10,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J11,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J12,,,,,,,,,,,,,,Lesionado
49292,Brian Ocampo,Cádiz,MC,J13,1,1,2,1,2,0,0,6.3,1,0,0,0,0,Apto
49292,Brian Ocampo,Cádiz,MC,J14,2,0,0,0,0,1,2,7.0,5,0,0,0,0,Apto
49292,Brian Ocampo,Cádiz,MC,J15,,,,,,,,,,,,,,Apto
49292,Brian Ocampo,Cádiz,MC,J16,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
49292,Brian Ocampo,Cádiz,MC,J17,,,,,,,,,,,,,,Apto
49292,Brian Ocampo,Cádiz,MC,J18,3,2,6,1,2,1,2,6.5,2,0,0,0,0,Apto
49292,Brian Ocampo,Cádiz,MC,J19,3,1,2,1,2,1,2,7.0,5,0,0,0,0,Apto
7845,Adnan Januzaj,Sevilla,MC,J1,,,,,,,,,,,,,,No convocado
7845,Adnan Januzaj,Sevilla,MC,J2,,,,,,,,,,,,,,Lesionado
7845,Adnan Januzaj,Sevilla,MC,J3,,,,,,,,,,,,,,Lesionado
7845,Adnan Januzaj,Sevilla,MC,J4,1,1,-2,0,0,1,2,6.8,4,0,0,0,0,Apto
7845,Adnan Januzaj,Sevilla,MC,J5,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J6,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J7,2,1,2,1,2,1,2,6.5,2,0,0,0,0,Apto
7845,Adnan Januzaj,Sevilla,MC,J8,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J9,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J10,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J11,,,,,,,,,,,,,,No convocado
7845,Adnan Januzaj,Sevilla,MC,J12,,,,,,,,,,,,,,No convocado
7845,Adnan Januzaj,Sevilla,MC,J13,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J14,1,1,2,1,-2,1,2,6.7,3,0,0,0,0,Apto
7845,Adnan Januzaj,Sevilla,MC,J15,,,,,,,,,,,,,,Apto
7845,Adnan Januzaj,Sevilla,MC,J16,3,1,2,1,2,1,2,7.3,6,0,0,0,0,Apto
7845,Adnan Januzaj,Sevilla,MC,J17,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
7845,Adnan Januzaj,Sevilla,MC,J18,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
14379,Aitor Fernández,Osasuna,PT,J1,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J2,2,1,2,1,2,1,2,6.2,1,0,0,0,0,Apto
14379,Aitor Fernández,Osasuna,PT,J3,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J4,4,2,6,1,2,2,6,6.7,3,0,0,0,0,Apto
14379,Aitor Fernández,Osasuna,PT,J5,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J6,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J7,2,1,2,1,2,2,6,5.8,-1,0,0,0,0,Apto
14379,Aitor Fernández,Osasuna,PT,J8,2,1,2,0,0,1,2,6.4,2,0,0,0,0,Apto
14379,Aitor Fernández,Osasuna,PT,J9,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J10,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J11,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J12,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J13,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J14,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J15,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J16,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J17,,,,,,,,,,,,,,Apto
14379,Aitor Fernández,Osasuna,PT,J18,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J1,4,1,2,2,6,1,2,6.8,4,0,0,0,0,Apto
40164,Imanol García,Athletic Club,DF,J2,4,1,2,1,2,2,6,7.0,5,0,0,0,0,Apto
40164,Imanol García,Athletic Club,DF,J3,2,1,2,1,2,1,2,6.7,3,0,0,0,0,Apto
40164,Imanol García,Athletic Club,DF,J4,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J5,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J6,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J7,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J8,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J9,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J10,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J11,0,1,-2,1,-2,1,2,6.7,3,0,0,0,0,Apto
40164,Imanol García,Athletic Club,DF,J12,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J13,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J14,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J15,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J16,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J17,,,,,,,,,,,,,,Apto
40164,Imanol García,Athletic Club,DF,J18,,,,,,,,,,,,,,Apto
4753,Yeray Álvarez,Athletic Club,DF,J1,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J2,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J3,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J4,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J5,2,1,2,1,2,1,2,6.4,2,0,0,0,0,Apto
4753,Yeray Álvarez,Athletic Club,DF,J6,3,1,2,1,2,1,2,6.9,4,0,0,0,0,Apto
4753,Yeray Álvarez,Athletic Club,DF,J7,2,1,2,1,2,1,2,6.6,3,0,0,0,0,Apto
4753,Yeray Álvarez,Athletic Club,DF,J8,2,1,2,1,-2,1,2,7.4,7,0,0,0,0,Apto
4753,Yeray Álvarez,Athletic Club,DF,J9,1,0,0,0,0,0,0,6.6,3,0,0,0,0,Apto
4753,Yeray Álvarez,Athletic Club,DF,J10,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J11,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J12,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J13,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J14,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J15,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J16,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J17,,,,,,,,,,,,,,Lesionado
4753,Yeray Álvarez,Athletic Club,DF,J18,,,,,,,,,,,,,,Lesionado
448,Álvaro Negredo,Cádiz,DL,J1,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J2,1,0,0,0,0,1,2,6.5,2,0,0,0,0,Apto
448,Álvaro Negredo,Cádiz,DL,J3,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J4,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J5,2,1,2,1,2,0,0,6.9,4,0,0,0,0,Apto
448,Álvaro Negredo,Cádiz,DL,J6,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J7,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J8,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J9,3,1,2,1,2,1,2,6.8,4,0,0,0,0,Apto
448,Álvaro Negredo,Cádiz,DL,J10,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J11,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J12,2,0,0,1,2,1,2,6.6,3,0,0,0,0,Apto
448,Álvaro Negredo,Cádiz,DL,J13,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J14,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J15,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J16,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J17,,,,,,,,,,,,,,Apto
448,Álvaro Negredo,Cádiz,DL,J18,,,,,,,,,,,,,,Apto
