Id,Name,Day,Price,Points,AveragePoints,Matches,Goals,Card,Status,PtsJ,PtsJ-1,PtsJ-2,TotalPointsLastThreeMatches,AveragePtsLastThreeMatches,GoalsJ,GoalsJ-1,GoalsJ-2,TotalGoalsLastThreeMatches,AverageGoalsLastThreeMatches,CardsJ,CardsJ-1,CardsJ-2,TotalCardsLastThreeMatches,AverageCardsLastThreeMatches,PriceVariation
52188,Selim Amallah,2023-11-30,1897000,23,2.6,9,0,4,apto,2,0,2,4,1.33,0,0,0,0,0.0,1,0,0,1,0.33,-71000
465,Alfonso Pedraza,2023-11-30,1754000,23,2.6,9,0,3,apto,6,0,0,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,58000
52043,Abner Vinícius,2023-11-30,160000,23,2.6,9,0,2,apto,0,2,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,0
8953,Pablo Maffeo,2023-11-30,4044000,23,2.3,11,0,2,apto,2,3,2,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,-92000
22623,Álex Fernández,2023-11-30,235000,23,2.3,10,0,1,apto,2,3,2,7,2.33,0,0,0,0,0.0,1,0,0,1,0.33,24000
162,Gonzalo Escalante,2023-11-30,542000,23,2.1,11,0,1,doubt,0,0,3,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,-50000
48188,Mohamed-Ali Cho,2023-11-30,243000,23,2.1,11,0,0,apto,2,2,1,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,-14000
15339,Valery Fernández,2023-11-30,172000,23,2.1,11,0,0,apto,1,1,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-20000
29169,Pablo Ibáñez,2023-11-30,160000,23,2.1,11,0,2,apto,0,1,2,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,-25000
10024,Mauro Arambarri,2023-11-30,160000,22,3.1,7,0,2,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-4000
53144,Carlos Benavídez,2023-11-30,165000,22,2.4,9,0,1,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,-22000
53104,Benito Ramírez,2023-11-30,160000,21,4.2,5,1,0,apto,2,0,11,13,4.33,0,0,1,1,0.33,0,0,0,0,0.0,0
55452,Sergi Canós,2023-11-30,1139000,21,3.0,7,0,0,apto,2,2,2,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,3000
33032,Radamel Falcao,2023-11-30,185000,21,3.0,7,1,1,apto,1,2,2,5,1.67,0,0,0,0,0.0,1,0,0,1,0.33,-27000
128,Borja Iglesias,2023-11-30,1922000,21,2.6,8,0,2,apto,2,0,0,2,0.67,0,0,0,0,0.0,1,0,0,1,0.33,-51000
55454,Arsen Zakharyan,2023-11-30,246000,21,2.6,8,0,0,apto,3,3,0,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,18000
332,Nacho Fernández,2023-11-30,1635000,21,2.3,9,0,2,apto,4,6,1,11,3.67,0,0,0,0,0.0,0,0,0,0,0.0,41000
22591,Rafa Mir,2023-11-30,160000,21,2.3,9,1,1,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,0
14839,Manu Morlanes,2023-11-30,160000,21,2.1,11,0,1,apto,0,0,2,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-27000
192,Vicente Guaita,2023-11-30,2478000,20,4.0,5,0,1,apto,3,5,5,13,4.33,0,0,0,0,0.0,0,1,0,1,0.33,100000
354,Aritz Elustondo,2023-11-30,1269000,20,4.0,5,0,0,apto,2,7,2,11,3.67,0,0,0,0,0.0,0,0,0,0,0.0,13000
29402,Randy Nteka,2023-11-30,275000,20,4.0,5,1,0,apto,0,3,0,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,-46000
17623,Ferland Mendy,2023-11-30,4721000,20,2.9,7,0,2,apto,4,4,0,8,2.67,0,0,0,0,0.0,1,0,0,1,0.33,114000
55662,Boubakary Soumaré,2023-11-30,2175000,20,2.9,7,0,3,doubt,0,6,3,9,3.0,0,0,0,0,0.0,0,0,1,1,0.33,5000
13700,William Carvalho,2023-11-30,1646000,20,2.9,7,0,0,injury,3,0,3,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-58000
4886,Asier Villalibre,2023-11-30,194000,20,2.9,7,1,0,apto,0,0,1,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,19000
54900,Carlos Dotor,2023-11-30,677000,20,2.5,9,0,0,apto,1,2,3,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-49000
31267,Omar Mascarell,2023-11-30,256000,20,2.5,8,0,4,apto,2,0,1,3,1.0,0,0,0,0,0.0,0,0,1,1,0.33,22000
53101,Pejiño,2023-11-30,180000,20,2.5,8,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,7000
55042,Unai Gómez,2023-11-30,176000,20,2.5,8,1,0,apto,1,1,2,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,16000
29111,Raúl Torrente,2023-11-30,422000,20,2.2,9,0,2,apto,-1,3,2,4,1.33,0,0,0,0,0.0,0,0,1,1,0.33,-52000
14796,Óscar Rodríguez,2023-11-30,363000,19,2.7,8,0,3,apto,5,2,0,7,2.33,0,0,0,0,0.0,0,1,0,1,0.33,35000
54952,Matteo Gabbia,2023-11-30,185000,19,2.7,7,0,2,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,0.33,25000
22471,Jon Pacheco,2023-11-30,179000,19,2.7,7,0,2,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,19000
48185,Pablo Torre,2023-11-30,192000,19,2.4,9,0,0,apto,4,0,0,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,11000
217,Dimitri Foulquier,2023-11-30,160000,19,2.1,10,0,1,apto,0,0,2,2,0.67,0,0,0,0,0.0,0,1,0,1,0.33,-27000
21,Iker Muniain,2023-11-30,293000,19,1.9,10,0,1,apto,0,0,1,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,-46000
18465,Joseph Aidoo,2023-11-30,160000,18,3.0,6,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-11000
53091,Famara Diédhiou,2023-11-30,239000,18,2.6,7,0,0,apto,5,1,0,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,26000
49111,Cenk Özkacar,2023-11-30,160000,18,2.3,8,0,2,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
21592,Hugo Guillamón,2023-11-30,160000,18,2.0,9,0,1,apto,1,1,3,5,1.67,0,0,0,0,0.0,1,0,0,1,0.33,-1000
53409,Ben Brereton Díaz,2023-11-30,205000,18,1.8,10,0,2,apto,2,1,0,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,38000
10214,Nacho Vidal,2023-11-30,194000,17,5.7,3,1,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,34000
5795,Rui Silva,2023-11-30,1304000,17,3.4,5,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,8000
48899,Kaiky Fernandes,2023-11-30,161000,17,2.8,6,1,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1000
17450,Aitor Ruibal,2023-11-30,160000,17,2.8,6,0,2,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
23138,Marcos Acuña,2023-11-30,2387000,17,2.4,7,0,2,apto,0,0,2,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-105000
18533,Fernando,2023-11-30,295000,17,2.4,7,0,0,apto,2,0,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,46000
35943,Javi Llabrés,2023-11-30,204000,17,2.4,7,0,1,apto,2,4,0,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,44000
53145,Xeber Alkain,2023-11-30,169000,17,2.4,8,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-7000
1719,Aïssa Mandi,2023-11-30,160000,17,2.4,7,0,2,injury,0,0,2,2,0.67,0,0,0,0,0.0,0,0,1,1,0.33,0
20107,Édgar González,2023-11-30,647000,17,1.7,10,0,3,apto,4,2,3,9,3.0,0,0,0,0,0.0,1,0,0,1,0.33,-6000
55519,Kieran Tierney,2023-11-30,514000,16,4.0,4,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-9000
48194,Williot Swedberg,2023-11-30,160000,16,3.2,6,1,0,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,-23000
55667,Rominigue Kouamé,2023-11-30,399000,16,2.7,6,0,2,injury,0,0,5,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,-79000
48486,José Copete,2023-11-30,160000,16,2.3,7,0,3,apto,2,2,0,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,-10000
345,Lucas Vázquez,2023-11-30,328000,16,1.8,10,0,0,apto,1,2,0,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,4000
55741,Fran Vieites,2023-11-30,960000,15,5.0,3,0,0,apto,10,4,0,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,70000
74,Sergi Roberto,2023-11-30,222000,15,3.8,4,1,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12000
55663,Mihailo Ristić,2023-11-30,160000,15,3.8,4,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-1000
7025,Marko Dmitrović,2023-11-30,1920000,15,3.0,5,0,0,apto,2,6,0,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,60000
413,Jorge Meré,2023-11-30,160000,15,2.5,6,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
36344,Njegoš Petrović,2023-11-30,173000,15,2.1,7,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-12000
22612,Luis Milla,2023-11-30,1858000,14,4.7,4,0,0,apto,5,4,5,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,72000
49424,Kike Salas,2023-11-30,208000,14,4.7,3,1,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,48000
27841,Youssouf Sabaly,2023-11-30,187000,14,4.7,3,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27000
334,Sergio Ramos,2023-11-30,8936000,14,2.8,5,0,4,red,-6,0,0,-6,-2.0,0,0,0,0,0.0,1,0,0,1,0.33,-197000
15693,Javi Galán,2023-11-30,160000,14,2.8,5,0,1,apto,0,0,4,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,-16000
28279,Franco Cervi,2023-11-30,160000,14,2.3,6,0,1,apto,2,2,2,6,2.0,0,0,0,0,0.0,1,0,0,1,0.33,0
35434,Marc Pubill,2023-11-30,160000,13,3.3,4,0,1,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
17291,Carles Pérez,2023-11-30,697000,13,2.6,5,0,1,apto,2,0,5,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,-27000
48960,Kiko Femenía,2023-11-30,207000,13,2.2,6,0,3,apto,0,0,2,2,0.67,0,0,0,0,0.0,0,0,1,1,0.33,47000
55159,Ibrahima Koné,2023-11-30,160000,13,1.6,8,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-20000
6064,Álex Pozo,2023-11-30,203000,13,1.4,9,0,0,apto,3,0,0,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,33000
6025,Raúl Fernández,2023-11-30,160000,12,4.0,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
55966,Adrià Altimira,2023-11-30,784000,12,3.0,4,0,0,apto,3,4,1,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,25000
474,Manu Trigueros,2023-11-30,272000,12,3.0,4,0,0,apto,5,0,0,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,21000
55743,Carlos Romero,2023-11-30,160000,12,3.0,5,0,1,apto,0,2,1,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,-37000
28677,Beñat Prados,2023-11-30,160000,12,1.7,7,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-4000
49350,Lázaro Vinicius,2023-11-30,160000,12,1.7,8,0,0,apto,3,2,0,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,-2000
40094,Arnau Puigmal,2023-11-30,160000,12,1.5,8,0,3,apto,2,0,1,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,0
18555,Domingos Duarte,2023-11-30,160000,12,1.5,8,0,5,apto,0,1,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,-12000
55794,Marc Guiu,2023-11-30,204000,11,11.0,1,1,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-3000
96,Dani Ceballos,2023-11-30,726000,11,2.8,4,0,0,apto,2,0,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,50000
53434,Çağlar Söyüncü,2023-11-30,160000,11,2.8,4,0,0,apto,0,1,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,0
49382,Marcos Alonso,2023-11-30,160000,11,2.8,4,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
12947,Kevin Vázquez,2023-11-30,282000,11,2.2,5,0,1,apto,3,1,2,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,46000
6053,Juanpe,2023-11-30,160000,11,2.2,5,0,2,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
44,Raúl García,2023-11-30,160000,11,1.8,6,0,2,apto,2,3,0,5,1.67,0,0,0,0,0.0,0,1,0,1,0.33,-26000
25621,Andrei Rațiu,2023-11-30,880000,10,3.3,3,0,1,apto,2,4,4,10,3.33,0,0,0,0,0.0,0,0,1,1,0.33,-39000
14379,Aitor Fernández,2023-11-30,207000,10,2.5,4,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,0.33,26000
40164,Imanol García,2023-11-30,160000,10,2.5,4,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
4753,Yeray Álvarez,2023-11-30,160000,10,2.0,5,0,1,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-5000
55649,Roman Yaremchuk,2023-11-30,160000,10,1.4,8,0,0,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,-6000
53109,Álvaro Lemos,2023-11-30,160000,9,3.0,3,0,1,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-41000
23002,Shon Weissman,2023-11-30,165000,9,2.3,4,0,0,apto,2,0,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-35000
392,Denis Suárez,2023-11-30,160000,9,2.3,4,0,0,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
55115,Pablo Gozálbez,2023-11-30,169000,9,1.8,5,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,9000
36048,Nahuel Tenaglia,2023-11-30,168000,9,1.8,6,0,0,apto,0,1,2,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,8000
13004,Sergi Guardiola,2023-11-30,178000,9,1.5,6,0,0,apto,0,1,1,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-27000
185,Joan Jordan,2023-11-30,160000,8,2.7,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-28000
448,Álvaro Negredo,2023-11-30,160000,8,2.0,5,0,0,apto,0,0,2,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-4000
51060,Juan Cruz,2023-11-30,160000,8,2.0,4,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
54897,Siebe Van der Heyden,2023-11-30,160000,8,2.0,4,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
11680,Choco Lozano,2023-11-30,177000,8,1.6,5,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-7000
22617,David Gil,2023-11-30,348000,7,3.5,2,0,0,apto,2,5,0,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,40000
25885,Carlos Dominguez,2023-11-30,160000,7,2.3,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-18000
51903,César Montes,2023-11-30,160000,7,1.4,5,0,2,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-7000
55439,Hugo González,2023-11-30,160000,7,1.4,5,0,0,apto,0,2,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,0
48576,Houboulang Mendes,2023-11-30,179000,7,1.2,6,0,0,apto,2,1,2,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,19000
24691,Miguel Rodríguez,2023-11-30,173000,7,1.2,7,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-5000
52377,Jorge Herrando,2023-11-30,191000,6,3.0,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
362,Joseba Zaldua,2023-11-30,185000,6,2.0,3,0,0,apto,2,2,0,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,6000
17461,Fede San Emeterio,2023-11-30,160000,6,2.0,3,1,2,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
52117,Jon Ander Olasagasti,2023-11-30,160000,6,2.0,3,0,1,apto,0,3,0,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,0
22880,Omenuke Mfulu,2023-11-30,208000,6,1.5,4,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,48000
1743,Víctor Díaz,2023-11-30,160000,6,1.5,4,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
55008,Marciano Sanca,2023-11-30,195000,6,1.2,6,0,0,apto,1,1,2,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,35000
22543,Renato Tapia,2023-11-30,179000,6,1.2,6,0,3,apto,0,0,-4,-4,-1.33,0,0,0,0,0.0,0,0,2,2,0.67,19000
17452,Éder Militão,2023-11-30,1738000,5,5.0,1,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-35000
20320,Iñaki Peña,2023-11-30,644000,5,5.0,1,0,0,apto,5,0,0,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,39000
25630,Victor Chust,2023-11-30,205000,5,2.5,2,0,0,apto,3,0,2,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,10000
49040,Momo Mbaye,2023-11-30,170000,5,2.5,2,0,1,apto,0,3,0,3,1.0,0,0,0,0,0.0,0,1,0,1,0.33,-32000
28791,Jesús Vázquez,2023-11-30,160000,5,2.5,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
49077,Malcom Adu Ares,2023-11-30,160000,5,2.5,2,0,1,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,0
49329,Pep Chavarría,2023-11-30,178000,5,1.7,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-7000
63,Marc Bartra,2023-11-30,162000,5,1.7,3,0,1,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,2000
48672,Fabrizio Angileri,2023-11-30,160000,5,1.7,4,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-41000
14762,André Silva,2023-11-30,935000,4,2.0,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-20000
54831,Sergi Altimira,2023-11-30,182000,4,2.0,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12000
53340,Cristian Herrera,2023-11-30,199000,4,1.3,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,33000
40031,Mario Dominguez,2023-11-30,160000,4,1.3,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-43000
3060,Mariano Díaz,2023-11-30,343000,4,1.0,4,0,0,apto,0,2,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-49000
5691,Álvaro Odriozola,2023-11-30,160000,3,3.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
52131,Diego Mariño,2023-11-30,160000,3,3.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-22000
19146,Nabil Fekir,2023-11-30,7693000,3,1.5,2,0,0,apto,2,0,1,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,80000
49292,Brian Ocampo,2023-11-30,533000,3,1.5,2,0,1,apto,2,1,0,3,1.0,0,0,0,0,0.0,0,1,0,1,0.33,62000
22629,Alberto Perea,2023-11-30,188000,3,1.5,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,5000
23172,Urko González,2023-11-30,178000,3,1.5,2,0,1,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-17000
40105,Fernando Martínez,2023-11-30,173000,3,1.5,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-35000
48937,Jon Karrikaburu,2023-11-30,163000,3,1.5,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,3000
7845,Adnan Januzaj,2023-11-30,160000,3,1.5,2,0,0,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,-19000
6041,Jesús Vallejo,2023-11-30,160000,3,1.5,2,0,1,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
268,José Mari,2023-11-30,160000,3,1.5,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
48626,Marko Milovanovic,2023-11-30,160000,3,1.5,2,0,0,injury,0,0,2,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,0
54853,Daley Sinkgraven,2023-11-30,188000,3,1.0,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,28000
49092,Tanguy Nianzou,2023-11-30,260000,2,2.0,1,0,0,apto,2,0,0,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,8000
51915,Diego Mendez,2023-11-30,175000,2,2.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,15000
53106,Eric Curbelo,2023-11-30,162000,2,2.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-43000
55790,Ricardo Visus,2023-11-30,160000,2,2.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
48202,Ibrahima Kébé,2023-11-30,160000,2,1.0,2,0,1,apto,1,0,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,0
55068,Wilson Manafá,2023-11-30,208000,2,0.7,3,0,1,apto,0,1,1,2,0.67,0,0,0,0,0.0,0,1,0,1,0.33,48000
12949,Thomas Lemar,2023-11-30,200000,2,0.7,3,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,32000
22672,Alex Centelles,2023-11-30,160000,2,0.7,3,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-50000
24778,Robert Navarro,2023-11-30,160000,2,0.3,6,0,1,apto,2,0,2,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,-14000
55654,Nico Paz,2023-11-30,246000,1,1.0,2,0,0,apto,0,1,0,1,0.33,0,0,0,0,0.0,0,0,0,0,0.0,26000
55462,Silvi Clúa,2023-11-30,197000,1,1.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,37000
410,Bernardo Espinosa,2023-11-30,160000,1,1.0,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-33000
55738,César Tárrega,2023-11-30,160000,1,1.0,1,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
54817,Arda Güler,2023-11-30,1964000,0,0.0,0,0,0,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-58000
36376,Reinildo Mandava,2023-11-30,1127000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,18000
55871,Sokratis Papastathopoulos,2023-11-30,1042000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-39000
6044,Enes Ünal,2023-11-30,794000,0,0.0,0,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-30000
14670,Thibaut Courtois,2023-11-30,604000,0,0.0,0,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-34000
27523,Martín Pascual,2023-11-30,208000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,43000
551,Jaume Doménech,2023-11-30,206000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,46000
6046,Borja García,2023-11-30,205000,0,0.0,0,0,0,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,45000
13014,Toni Villa,2023-11-30,204000,0,0.0,0,0,0,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,44000
24742,Dani Cárdenas,2023-11-30,202000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12000
55043,Martín Tejón,2023-11-30,201000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,20000
48208,Juan Carlos Martín,2023-11-30,183000,0,0.0,0,0,0,doubt,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-22000
48612,Pepe Reina,2023-11-30,183000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,23000
29359,Martín Calderón,2023-11-30,178000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,18000
1756,Unai García,2023-11-30,178000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,18000
22806,Ivo Grbić,2023-11-30,173000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,13000
55664,Unai Marrero,2023-11-30,170000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,8000
611,Aarón Escandell,2023-11-30,169000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-28000
48964,Agustín Marchesín,2023-11-30,168000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-33000
14500,José Ángel Pozo,2023-11-30,167000,0,0.0,0,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-19000
55656,Jhon Solís,2023-11-30,165000,0,0.0,2,0,0,apto,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,5000
