Id,Name,Day,Price,Points,AveragePoints,Matches,Goals,Card,Status,PtsJ,PtsJ-1,PtsJ-2,TotalPointsLastThreeMatches,AveragePtsLastThreeMatches,GoalsJ,GoalsJ-1,GoalsJ-2,TotalGoalsLastThreeMatches,AverageGoalsLastThreeMatches,CardsJ,CardsJ-1,CardsJ-2,TotalCardsLastThreeMatches,AverageCardsLastThreeMatches,PriceVariation
53114,Jude Bellingham,2023-11-27,22222000,138,11.5,12,11,1,apto,11,0,7,18,6.0,1,0,0,1,0.33,0,0,0,0,0.0,38000
51,Antoine Griezmann,2023-11-27,22679000,109,8.4,13,9,3,apto,10,12,3,25,8.33,1,1,0,2,0.67,0,0,0,0,0.0,33000
19562,Takefusa Kubo,2023-11-27,20013000,105,8.1,13,5,0,apto,5,3,7,15,5.0,0,0,0,0,0.0,0,0,0,0,0.0,-11000
340,Isco,2023-11-27,16790000,104,7.4,14,2,4,apto,6,9,7,22,7.33,0,0,0,0,0.0,0,0,0,0,0.0,68000
464,Aleix García,2023-11-27,18499000,99,7.6,13,3,1,apto,5,11,7,23,7.67,0,1,0,1,0.33,0,0,0,0,0.0,57000
18004,Ante Budimir,2023-11-27,13261000,96,6.9,14,7,3,apto,4,10,16,30,10.0,0,1,2,3,1.0,0,0,1,1,0.33,105000
607,Borja Mayoral,2023-11-27,13112000,96,6.9,14,8,2,apto,10,9,10,29,9.67,1,1,1,3,1.0,0,0,0,0,0.0,128000
22601,Pepelu,2023-11-27,15067000,92,6.6,14,2,2,apto,5,5,10,20,6.67,0,0,1,1,0.33,1,1,0,2,0.67,25000
476,Gerard Moreno,2023-11-27,17242000,91,7.6,12,8,0,apto,7,9,12,28,9.33,0,1,1,2,0.67,0,0,0,0,0.0,73000
29,Iñaki Williams,2023-11-27,16276000,91,7.0,13,5,2,apto,2,12,6,20,6.67,0,1,0,1,0.33,0,0,0,0,0.0,12000
564,Mikel Oyarzabal,2023-11-27,15083000,90,6.4,14,7,1,apto,3,10,5,18,6.0,0,1,0,1,0.33,0,0,0,0,0.0,34000
53111,Álvaro Valles,2023-11-27,12487000,90,6.4,14,0,0,apto,8,9,7,24,8.0,0,0,0,0,0.0,0,0,0,0,0.0,58000
55058,Artem Dovbyk,2023-11-27,12897000,88,6.8,13,7,0,apto,9,13,3,25,8.33,1,1,0,2,0.67,0,0,0,0,0.0,110000
328,Dani Carvajal,2023-11-27,15034000,86,7.2,12,2,1,apto,4,14,5,23,7.67,0,1,0,1,0.33,0,0,0,0,0.0,31000
53095,Bryan Zaragoza,2023-11-27,12090000,86,6.6,13,5,5,five,0,1,2,3,1.0,0,0,0,0,0.0,0,1,1,2,0.67,-51000
11091,Brais Méndez,2023-11-27,16033000,85,6.5,13,2,5,apto,3,0,5,8,2.67,0,0,0,0,0.0,0,0,1,1,0.33,-34000
54868,Sávio,2023-11-27,15335000,85,6.5,13,4,1,apto,10,5,5,20,6.67,1,0,0,1,0.33,0,0,0,0,0.0,35000
36371,Vedat Muriqi,2023-11-27,14723000,81,6.8,12,4,0,injury,0,4,6,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-116000
17459,Rodrygo,2023-11-27,15920000,81,5.8,14,5,0,apto,17,17,3,37,12.33,2,2,0,4,1.33,0,0,0,0,0.0,82000
16976,Martín Zubimendi,2023-11-27,13553000,81,5.8,14,2,2,apto,6,10,6,22,7.33,0,1,0,1,0.33,0,0,1,1,0.33,106000
52372,Javier Guerra,2023-11-27,12887000,81,5.8,14,3,2,apto,1,2,4,7,2.33,0,0,0,0,0.0,0,0,1,1,0.33,-101000
15566,Yangel Herrera,2023-11-27,13176000,80,6.2,13,4,4,apto,8,5,10,23,7.67,0,0,1,1,0.33,0,1,0,1,0.33,110000
53102,Kirian Rodríguez,2023-11-27,11042000,80,5.7,14,2,4,apto,6,3,13,22,7.33,0,0,1,1,0.33,0,0,0,0,0.0,40000
52189,Ayoze Pérez,2023-11-27,12117000,78,6.0,13,4,1,apto,4,11,10,25,8.33,0,1,1,2,0.67,0,0,0,0,0.0,92000
7024,Fede Valverde,2023-11-27,17613000,78,5.6,14,1,1,apto,5,5,6,16,5.33,0,0,0,0,0.0,1,0,0,1,0.33,38000
6032,Alex Remiro,2023-11-27,11551000,77,5.5,14,0,1,apto,2,2,3,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,-59000
54896,Jonathan Bamba,2023-11-27,11071000,77,5.5,14,2,0,apto,4,8,3,15,5.0,0,1,0,1,0.33,0,0,0,0,0.0,1000
1708,Álvaro Morata,2023-11-27,15974000,76,6.3,12,7,3,apto,0,3,9,12,4.0,0,0,1,1,0.33,0,0,0,0,0.0,-11000
343,Toni Kroos,2023-11-27,15437000,76,5.4,14,1,2,apto,6,8,4,18,6.0,0,0,0,0,0.0,0,0,0,0,0.0,31000
28794,Filip Jörgensen,2023-11-27,10892000,76,5.4,14,0,1,apto,11,5,2,18,6.0,0,0,0,0,0.0,0,0,0,0,0.0,71000
49341,Jørgen Strand Larsen,2023-11-27,10256000,76,5.4,14,4,1,apto,4,9,3,16,5.33,0,1,0,1,0.33,0,0,0,0,0.0,-62000
11866,Hugo Duro,2023-11-27,10121000,76,5.4,14,6,1,apto,2,4,4,10,3.33,0,1,0,1,0.33,0,0,0,0,0.0,9000
18109,Luis Rioja,2023-11-27,9396000,76,5.4,14,1,3,apto,8,2,7,17,5.67,0,0,0,0,0.0,0,0,1,1,0.33,107000
14911,Álvaro García,2023-11-27,9268000,75,5.8,13,4,5,five,0,10,3,13,4.33,0,1,0,1,0.33,0,1,0,1,0.33,-6000
22930,Jeremías Ledesma,2023-11-27,11787000,73,5.6,13,0,0,apto,2,4,6,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,-35000
14791,Gorka Guruzeta,2023-11-27,10961000,73,5.6,13,6,1,apto,14,4,3,21,7.0,2,0,0,2,0.67,0,0,0,0,0.0,44000
29235,Gavi,2023-11-27,13814000,72,6.0,12,1,5,injury,0,0,6,6,2.0,0,0,0,0,0.0,0,0,1,1,0.33,-168000
23173,Sergio Arribas,2023-11-27,8658000,72,5.1,14,5,0,apto,4,9,3,16,5.33,0,1,0,1,0.33,0,0,0,0,0.0,56000
58,Ter Stegen,2023-11-27,12101000,71,5.5,13,0,1,injury,0,3,10,13,4.33,0,0,0,0,0.0,0,0,0,0,0.0,-88000
15342,Ander Barrenetxea,2023-11-27,10991000,71,5.5,13,3,0,apto,5,4,7,16,5.33,0,0,0,0,0.0,0,0,0,0,0.0,19000
14811,Unai Simón,2023-11-27,10420000,71,5.5,13,0,2,apto,6,5,7,18,6.0,0,0,0,0,0.0,1,0,0,1,0.33,0
13015,Chris Ramos,2023-11-27,8004000,71,5.5,13,3,1,apto,2,4,9,15,5.0,0,0,1,1,0.33,0,0,0,0,0.0,-104000
130,Iago Aspas,2023-11-27,17731000,71,5.1,14,1,4,apto,3,11,7,21,7.0,0,1,0,1,0.33,0,1,0,1,0.33,31000
52375,Lamine Yamal,2023-11-27,11171000,71,5.1,14,1,1,apto,6,5,3,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,55000
31355,Alexander Sørloth,2023-11-27,11177000,70,5.4,13,6,1,injury,0,6,5,11,3.67,0,0,1,1,0.33,0,0,0,0,0.0,-113000
55041,Samu Omorodion,2023-11-27,6254000,70,5.4,13,5,2,apto,12,9,3,24,8.0,1,1,0,2,0.67,0,0,0,0,0.0,118000
27517,Isi Palazón,2023-11-27,11717000,70,5.0,14,2,2,apto,6,5,4,15,5.0,0,0,0,0,0.0,0,0,0,0,0.0,-9000
213,Stole Dimitrievski,2023-11-27,10004000,70,5.0,14,0,1,apto,4,6,9,19,6.33,0,0,0,0,0.0,0,0,1,1,0.33,4000
48684,Robert Lewandowski,2023-11-27,21310000,69,5.8,12,7,3,apto,2,15,0,17,5.67,0,2,0,2,0.67,0,1,0,1,0.33,-29000
3720,David López,2023-11-27,11618000,68,6.2,11,2,3,doubt,0,0,3,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,-39000
53407,İlkay Gündoğan,2023-11-27,15741000,67,4.8,14,1,2,apto,4,2,5,11,3.67,0,0,0,0,0.0,0,1,0,1,0.33,27000
24739,Óscar Mingueza,2023-11-27,7665000,67,4.8,14,1,1,apto,3,4,3,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-52000
27871,Giorgi Mamardashvili,2023-11-27,8874000,66,4.7,14,0,1,apto,4,0,3,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,-73000
36377,Myrto Uzuni,2023-11-27,5105000,66,4.7,14,5,1,apto,6,3,4,13,4.33,1,0,0,1,0.33,0,0,0,0,0.0,35000
40090,Largie Ramazani,2023-11-27,4019000,66,4.7,14,2,4,apto,9,4,1,14,4.67,1,0,0,1,0.33,1,0,0,1,0.33,96000
48616,Samuel Lino,2023-11-27,11715000,65,7.2,9,2,0,apto,7,11,0,18,6.0,0,1,0,1,0.33,0,0,0,0,0.0,119000
48575,Axel Witsel,2023-11-27,10738000,65,5.4,12,1,0,apto,6,13,3,22,7.33,0,1,0,1,0.33,0,0,0,0,0.0,73000
3728,Marc Roca,2023-11-27,10540000,65,5.0,13,2,1,apto,0,5,5,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-33000
1713,Florian Lejeune,2023-11-27,11602000,65,4.6,14,0,4,apto,3,7,6,16,5.33,0,0,0,0,0.0,0,0,1,1,0.33,6000
609,David Soria,2023-11-27,10383000,65,4.6,14,0,2,apto,4,5,5,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,20000
5916,Jon Guridi,2023-11-27,5015000,63,4.8,13,0,1,apto,4,6,4,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,-77000
53107,Sergi Cardona,2023-11-27,10639000,63,4.5,14,0,4,apto,3,3,6,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,57000
6040,Nemanja Maksimović,2023-11-27,6984000,63,4.5,14,1,2,apto,4,4,4,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,-104000
431,João Cancelo,2023-11-27,15045000,62,5.6,11,2,2,apto,2,5,1,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,-19000
492,Willian José,2023-11-27,7084000,62,5.6,11,6,1,apto,10,4,10,24,8.0,1,0,1,2,0.67,0,0,0,0,0.0,149000
31484,Eduardo Camavinga,2023-11-27,13039000,62,4.8,13,0,3,injury,0,9,6,15,5.0,0,0,0,0,0.0,0,1,1,2,0.67,-152000
20346,Guido Rodríguez,2023-11-27,8390000,62,4.8,13,1,5,apto,6,7,3,16,5.33,0,0,0,0,0.0,0,0,0,0,0.0,158000
28787,Diego López,2023-11-27,9612000,62,4.4,14,2,1,apto,1,2,4,7,2.33,0,0,0,0,0.0,0,0,1,1,0.33,-195000
73,Ivan Rakitić,2023-11-27,13285000,61,5.1,12,2,3,apto,4,12,5,21,7.0,0,1,0,1,0.33,0,0,1,1,0.33,104000
432,José Luis Gayà,2023-11-27,11333000,61,5.1,12,1,1,apto,2,2,6,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-60000
18223,Lucas Ocampos,2023-11-27,10546000,61,5.1,12,1,4,apto,3,5,4,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,11000
40095,Samuel Costa,2023-11-27,10030000,61,4.7,13,1,2,apto,6,3,6,15,5.0,0,0,0,0,0.0,0,0,0,0,0.0,61000
48920,Predrag Rajković,2023-11-27,6730000,60,4.6,13,0,1,apto,6,2,4,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,-28000
3778,Joselu,2023-11-27,14666000,60,4.3,14,5,0,apto,2,1,4,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,50000
16868,Ander Guevara,2023-11-27,5370000,60,4.3,14,1,4,apto,5,3,6,14,4.67,0,0,0,0,0.0,1,0,0,1,0.33,-59000
49296,Fran Pérez,2023-11-27,5041000,60,4.3,14,1,2,apto,3,1,4,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,-106000
46,Saúl Ñíguez,2023-11-27,8040000,59,4.5,13,0,2,apto,3,1,2,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-159000
27518,Óscar Valentín,2023-11-27,5514000,59,4.5,13,1,3,apto,7,4,8,19,6.33,0,0,0,0,0.0,0,0,0,0,0.0,74000
53113,Hamari Traoré,2023-11-27,8479000,59,4.2,14,0,4,apto,7,4,4,15,5.0,0,0,0,0,0.0,1,0,0,1,0.33,-25000
7784,Unai Núñez,2023-11-27,7130000,59,4.2,14,1,4,apto,5,4,4,13,4.33,0,0,0,0,0.0,1,0,0,1,0.33,-14000
19977,Ronald Araújo,2023-11-27,15259000,58,7.3,8,1,0,apto,0,6,14,20,6.67,0,0,1,1,0.33,0,0,0,0,0.0,0
27874,Iván Martín,2023-11-27,8847000,58,4.8,12,3,3,apto,5,10,2,17,5.67,0,1,0,1,0.33,1,0,0,1,0.33,131000
7893,Antonio Sivera,2023-11-27,6621000,58,4.1,14,0,1,apto,5,5,5,15,5.0,0,0,0,0,0.0,0,0,0,0,0.0,91000
22527,Aimar Oroz,2023-11-27,6070000,58,4.1,14,1,2,apto,4,3,5,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,-104000
52044,Viktor Tsygankov,2023-11-27,10654000,57,5.2,11,2,0,apto,7,10,2,19,6.33,0,1,0,1,0.33,0,0,0,0,0.0,64000
91,Germán Pezzella,2023-11-27,9843000,57,4.4,13,0,3,apto,7,8,4,19,6.33,0,0,0,0,0.0,0,0,1,1,0.33,101000
7843,Mario Hermoso,2023-11-27,9520000,57,4.4,13,0,4,apto,7,4,1,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,87000
11700,Ferran Torres,2023-11-27,8103000,57,4.4,13,3,1,apto,0,5,1,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-3000
1684,Kike García,2023-11-27,2741000,57,4.1,14,2,1,apto,2,2,4,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,-96000
53099,Jonathan Viera,2023-11-27,7962000,56,6.2,9,2,1,other,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-187000
24789,Nico Williams,2023-11-27,14562000,56,5.6,10,1,1,apto,9,11,5,25,8.33,0,1,0,1,0.33,0,1,0,1,0.33,122000
55668,Mason Greenwood,2023-11-27,8842000,56,5.6,10,2,2,apto,12,7,6,25,8.33,1,0,0,1,0.33,0,0,1,1,0.33,189000
14789,Oihan Sancet,2023-11-27,11627000,56,5.1,11,3,3,apto,10,8,3,21,7.0,1,0,0,1,0.33,0,0,0,0,0.0,69000
36321,Gastón Álvarez,2023-11-27,7078000,56,4.7,12,1,3,apto,5,4,5,14,4.67,0,0,0,0,0.0,0,0,1,1,0.33,80000
27425,Iñigo Ruiz De Galarreta,2023-11-27,8005000,55,5.5,10,1,4,apto,5,11,5,21,7.0,0,1,0,1,0.33,0,1,1,2,0.67,133000
5,Óscar De Marcos,2023-11-27,10025000,55,5.0,11,1,3,apto,4,3,14,21,7.0,0,0,1,1,0.33,0,1,0,1,0.33,33000
25872,Miguel Gutiérrez,2023-11-27,8971000,55,4.6,12,0,3,apto,6,6,6,18,6.0,0,0,0,0,0.0,1,0,0,1,0.33,131000
48935,Yan Couto,2023-11-27,7661000,55,4.6,12,1,3,apto,2,2,2,6,2.0,0,0,0,0,0.0,0,0,1,1,0.33,-94000
27852,Daniel Vivian,2023-11-27,8549000,55,4.2,13,0,2,apto,3,3,6,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,-55000
19747,Thierry Correia,2023-11-27,7448000,55,4.2,13,0,1,apto,6,0,6,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,99000
55088,Carl Starfelt,2023-11-27,4922000,55,4.2,13,1,2,apto,7,1,13,21,7.0,0,0,1,1,0.33,0,0,0,0,0.0,180000
22620,Pacha Espino,2023-11-27,5855000,55,3.9,14,0,4,apto,3,5,5,13,4.33,0,0,0,0,0.0,1,0,0,1,0.33,21000
12900,Vinícius Júnior,2023-11-27,19339000,54,5.4,10,4,2,injury,0,17,5,22,7.33,0,2,0,2,0.67,0,0,1,1,0.33,-103000
18221,João Félix,2023-11-27,14839000,54,4.9,11,1,2,apto,0,4,2,6,2.0,0,0,0,0,0.0,1,0,1,2,0.67,-87000
444,Dani Parejo,2023-11-27,11559000,54,4.2,13,1,2,apto,4,5,1,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-8000
31,Jan Oblak,2023-11-27,9941000,54,4.2,13,0,1,apto,5,10,1,16,5.33,0,0,0,0,0.0,0,0,0,0,0.0,10000
22502,Alex Baena,2023-11-27,11269000,53,4.4,12,1,5,apto,7,4,3,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,41000
6057,Rubén Alcaraz,2023-11-27,3293000,53,4.4,12,0,6,apto,4,3,5,12,4.0,0,0,0,0,0.0,0,1,0,1,0.33,-82000
5917,Igor Zubeldia,2023-11-27,5425000,53,4.1,13,0,6,apto,5,0,5,10,3.33,0,0,0,0,0.0,0,0,1,1,0.33,-19000
556,Gerard Gumbau,2023-11-27,5120000,53,4.1,13,0,6,apto,4,5,5,14,4.67,0,0,0,0,0.0,0,0,1,1,0.33,4000
36046,Gonzalo Villar,2023-11-27,4518000,53,4.1,13,1,4,apto,1,13,4,18,6.0,0,1,0,1,0.33,1,0,1,2,0.67,51000
42,Koke,2023-11-27,10680000,52,5.8,10,0,2,apto,5,7,3,15,5.0,0,0,0,0,0.0,0,0,0,0,0.0,26000
53105,Saúl Coco,2023-11-27,4472000,52,4.7,11,1,2,apto,5,3,7,15,5.0,0,0,0,0,0.0,0,0,0,0,0.0,85000
1759,David García,2023-11-27,7405000,52,4.0,13,0,2,apto,3,6,2,11,3.67,0,0,0,0,0.0,0,0,0,0,0.0,-100000
28611,Rodrigo De Paul,2023-11-27,11799000,51,5.1,10,0,1,apto,3,5,3,11,3.67,0,0,0,0,0.0,0,0,1,1,0.33,-22000
3117,Diego Rico,2023-11-27,8162000,51,5.1,10,0,4,apto,5,5,5,15,5.0,0,0,0,0,0.0,1,0,0,1,0.33,116000
23369,Juan Foyth,2023-11-27,8014000,51,5.1,10,1,1,apto,5,0,0,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,127000
17975,Abdón Prats,2023-11-27,3556000,51,5.1,10,4,0,apto,1,1,5,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,-93000
40032,Mika Mármol,2023-11-27,8104000,51,4.3,12,0,4,apto,5,6,7,18,6.0,0,0,0,0,0.0,0,0,0,0,0.0,132000
561,Marcos Llorente,2023-11-27,7552000,51,3.9,13,2,2,apto,3,8,1,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,30000
53110,Alex Suárez,2023-11-27,6675000,51,3.9,13,0,2,apto,3,4,5,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,65000
29403,Pathé Ciss,2023-11-27,3658000,51,3.9,13,1,2,apto,2,0,2,4,1.33,0,0,0,0,0.0,0,0,1,1,0.33,-157000
7910,Christian Stuani,2023-11-27,2821000,51,3.9,13,3,4,apto,2,1,2,5,1.67,0,0,0,0,0.0,0,1,1,2,0.67,-81000
17453,Frenkie De Jong,2023-11-27,15367000,50,7.1,7,1,3,apto,5,0,0,5,1.67,0,0,0,0,0.0,1,0,0,1,0.33,37000
51135,Pablo Barrios,2023-11-27,7824000,50,5.6,9,0,2,apto,7,6,5,18,6.0,0,0,0,0,0.0,0,0,0,0,0.0,164000
15338,Robin Le Normand,2023-11-27,7458000,50,4.2,12,1,4,apto,6,3,4,13,4.33,0,0,0,0,0.0,0,0,0,0,0.0,-5000
22618,Fali Giménez,2023-11-27,1985000,50,4.2,12,0,5,apto,3,0,2,5,1.67,0,0,0,0,0.0,0,0,1,1,0.33,-53000
40147,Antonio Rüdiger,2023-11-27,10651000,50,3.8,13,0,6,apto,5,0,3,8,2.67,0,0,0,0,0.0,1,0,1,2,0.67,11000
40029,Juanmi Latasa,2023-11-27,2183000,50,3.6,14,2,3,apto,6,1,1,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,-21000
49,Ángel Correa,2023-11-27,4205000,49,4.9,10,3,0,apto,2,3,1,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-109000
18186,Jules Koundé,2023-11-27,12913000,49,4.5,11,1,0,apto,0,1,2,3,1.0,0,0,0,0,0.0,0,0,0,0,0.0,-89000
3729,Youssef En Nesyri,2023-11-27,9782000,49,4.1,12,5,1,apto,9,1,8,18,6.0,1,0,1,2,0.67,0,0,1,1,0.33,52000
277,Roger Martí,2023-11-27,5703000,49,4.1,12,1,1,apto,6,5,6,17,5.67,0,0,0,0,0.0,0,0,0,0,0.0,84000
171,Rubén Duarte,2023-11-27,2679000,49,4.1,12,1,4,apto,0,2,0,2,0.67,0,0,0,0,0.0,0,1,0,1,0.33,-127000
54834,Daley Blind,2023-11-27,9485000,49,3.8,13,0,0,apto,4,3,4,11,3.67,0,0,0,0,0.0,0,0,0,0,0.0,-93000
25606,Paulo Gazzaniga,2023-11-27,8889000,49,3.8,13,0,2,apto,7,2,3,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,92000
49101,Javi Hernández,2023-11-27,2018000,49,3.8,13,0,4,apto,2,3,2,7,2.33,0,0,0,0,0.0,1,0,0,1,0.33,-74000
53100,Enzo Loiodice,2023-11-27,1756000,49,3.5,14,0,1,apto,5,2,3,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-57000
48950,Nahuel Molina,2023-11-27,8881000,48,4.8,10,2,0,apto,0,3,1,4,1.33,0,0,0,0,0.0,0,0,0,0,0.0,-175000
19727,Rodrigo Riquelme,2023-11-27,6826000,48,4.8,10,2,1,apto,3,4,6,13,4.33,0,0,0,0,0.0,0,0,0,0,0.0,52000
298,Sergi Darder,2023-11-27,11455000,48,4.4,11,0,1,apto,5,4,0,9,3.0,0,0,0,0,0.0,0,0,0,0,0.0,51000
40166,Aurélien Tchouaméni,2023-11-27,8888000,48,4.4,11,1,2,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-142000
346,Luka Modrić,2023-11-27,10227000,48,4.0,12,0,1,apto,5,5,4,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,59000
17980,Dani Rodríguez,2023-11-27,4772000,48,3.7,13,1,4,apto,2,1,6,9,3.0,0,0,0,0,0.0,0,0,0,0,0.0,-172000
15345,Aihen Muñoz,2023-11-27,5322000,48,3.4,14,0,2,apto,2,4,5,11,3.67,0,0,0,0,0.0,0,1,0,1,0.33,-85000
55491,Dodi Lukébakio,2023-11-27,6815000,47,4.7,10,2,0,apto,1,2,3,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-111000
13697,Mikel Merino,2023-11-27,9987000,47,4.3,11,0,4,apto,3,4,5,12,4.0,0,0,0,0,0.0,1,0,0,1,0.33,-46000
1762,Álex Berenguer,2023-11-27,5863000,47,3.9,12,2,2,apto,9,3,10,22,7.33,1,0,1,2,0.67,0,0,0,0,0.0,61000
24,Unai López,2023-11-27,683000,47,3.9,12,1,3,apto,12,3,1,16,5.33,1,0,0,1,0.33,1,0,0,1,0.33,42000
15756,Alejandro Catena,2023-11-27,3837000,47,3.6,13,1,5,apto,12,2,2,16,5.33,1,0,0,1,0.33,0,1,1,2,0.67,44000
12945,Fran Beltrán,2023-11-27,1271000,47,3.4,14,0,2,apto,5,3,3,11,3.67,0,0,0,0,0.0,0,0,0,0,0.0,-16000
23327,Luis Suárez,2023-11-27,469000,46,5.8,8,4,1,injury,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,-33000
40093,Lucas Robertone,2023-11-27,9448000,46,4.2,11,0,4,apto,4,2,5,11,3.67,0,0,0,0,0.0,0,1,1,2,0.67,-143000
24790,Étienne Capoue,2023-11-27,5075000,46,3.3,14,0,3,apto,4,3,3,10,3.33,0,0,0,0,0.0,0,1,0,1,0.33,-90000
11092,Andoni Gorosabel,2023-11-27,2505000,46,3.3,14,0,3,apto,2,3,3,8,2.67,0,0,0,0,0.0,0,0,1,1,0.33,-103000
1773,Kepa Arrizabalaga,2023-11-27,7559000,45,4.5,10,0,1,injury,0,0,2,2,0.67,0,0,0,0,0.0,0,0,0,0,0.0,-77000
12944,Sergio Akieme,2023-11-27,1309000,45,4.1,11,2,1,apto,4,1,1,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-35000
196,Damián Suárez,2023-11-27,3376000,45,3.8,12,0,3,apto,6,3,4,13,4.33,0,0,0,0,0.0,0,0,1,1,0.33,106000
28619,Iván Balliu,2023-11-27,2513000,45,3.8,12,0,1,apto,5,0,0,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,9000
17979,Martin Valjent,2023-11-27,3694000,45,3.5,13,0,2,apto,3,1,5,9,3.0,0,0,0,0,0.0,0,1,0,1,0.33,-43000
79,Munir El Haddadi,2023-11-27,5001000,45,3.2,14,1,2,apto,3,3,6,12,4.0,0,0,0,0,0.0,1,0,0,1,0.33,-79000
11250,Ignasi Miquel,2023-11-27,2117000,45,3.2,14,0,3,apto,2,4,5,11,3.67,0,0,0,0,0.0,0,0,0,0,0.0,-34000
270,Rubén García,2023-11-27,1926000,44,4.0,11,2,0,apto,2,0,3,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,-79000
18532,Aleksandar Sedlar,2023-11-27,637000,44,4.0,11,1,2,injury,0,0,11,11,3.67,0,0,1,1,0.33,0,0,0,0,0.0,-69000
29205,Alejandro Balde,2023-11-27,8791000,44,3.4,13,0,1,apto,5,2,5,12,4.0,0,0,0,0,0.0,0,0,0,0,0.0,-7000
25657,Ricard Sánchez,2023-11-27,1476000,44,3.4,13,2,4,apto,2,0,3,5,1.67,0,0,0,0,0.0,1,0,1,2,0.67,-66000
55009,Fermín López,2023-11-27,5871000,43,4.8,9,1,1,apto,4,1,2,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,12000
22455,Javier López,2023-11-27,1821000,43,4.3,10,0,1,apto,7,5,5,17,5.67,0,0,0,0,0.0,0,0,0,0,0.0,75000
36084,Cristhian Mosquera,2023-11-27,4311000,43,3.6,12,0,1,apto,7,1,6,14,4.67,0,0,0,0,0.0,0,0,0,0,0.0,72000
16779,Álex Sola,2023-11-27,1570000,43,3.6,12,0,1,apto,4,0,2,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-62000
53096,André Ferreira,2023-11-27,4649000,42,3.8,11,0,1,apto,4,3,3,10,3.33,0,0,0,0,0.0,0,0,0,0,0.0,-124000
22668,Lucas Torró,2023-11-27,4523000,42,3.8,11,0,3,apto,4,6,2,12,4.0,0,0,0,0,0.0,0,0,1,1,0.33,-119000
18317,Raúl Albiol,2023-11-27,5033000,42,3.5,12,0,3,apto,4,4,3,11,3.67,0,0,0,0,0.0,0,0,1,1,0.33,77000
33734,Abde Ezzalzouli,2023-11-27,4296000,42,3.5,12,1,0,apto,2,2,4,8,2.67,0,0,0,0,0.0,0,0,0,0,0.0,-139000
27333,Eric García,2023-11-27,4884000,41,4.1,10,1,2,apto,4,2,0,6,2.0,0,0,0,0,0.0,0,0,0,0,0.0,-23000
3154,Mikel Vesga,2023-11-27,4671000,41,4.1,10,2,1,apto,0,5,2,7,2.33,0,0,0,0,0.0,0,0,0,0,0.0,-129000
17615,Sergio Herrera,2023-11-27,3992000,41,3.7,11,0,2,apto,2,2,1,5,1.67,0,0,0,0,0.0,0,0,0,0,0.0,-110000
12941,Óscar Trejo,2023-11-27,1748000,41,3.2,13,0,2,apto,5,6,3,14,4.67,0,0,0,0,0.0,0,0,1,1,0.33,43000
5920,Carles Aleñá,2023-11-27,1240000,41,3.2,13,1,3,apto,3,2,0,5,1.67,0,0,0,0,0.0,0,1,1,2,0.67,-58000
